ILOC_CODE_2016,ILOC_NAME_2016,IARE_CODE_2016,IARE_NAME_2016,IREG_CODE_2016,IREG_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
50501002,High Wycombe,505010,Kalamunda,505,Perth,5,Western Australia,8.6968
50501003,Kalamunda - Surrounds,505010,Kalamunda,505,Perth,5,Western Australia,257.233
50501101,Kwinana - Central,505011,Kwinana,505,Perth,5,Western Australia,12.1268
50501102,Kwinana - Surrounds,505011,Kwinana,505,Perth,5,Western Australia,107.8853
50501201,Melville - North,505012,Melville,505,Perth,5,Western Australia,26.4221
50501202,Melville - South,505012,Melville,505,Perth,5,Western Australia,27.0317
50501301,Darlington - Mundaring - Chidlow,505013,Mundaring - Swan View,505,Perth,5,Western Australia,675.718
50501302,Swan View,505013,Mundaring - Swan View,505,Perth,5,Western Australia,7.4535
50501401,Perth - Central,505014,Perth,505,Perth,5,Western Australia,22.1024
50501402,Perth - West,505014,Perth,505,Perth,5,Western Australia,57.6014
50501501,Rockingham - Central Coast,505015,Rockingham,505,Perth,5,Western Australia,58.6604
50501502,Rockingham - North,505015,Rockingham,505,Perth,5,Western Australia,30.4998
50501503,Rockingham - South-West,505015,Rockingham,505,Perth,5,Western Australia,156.1148
50501601,Serpentine - Jarrahdale,505016,Serpentine - Jarrahdale,505,Perth,5,Western Australia,904.7637
50501701,South Perth,505017,South Perth - Victoria Park,505,Perth,5,Western Australia,19.6727
50501702,Victoria Park,505017,South Perth - Victoria Park,505,Perth,5,Western Australia,17.6261
50501801,Stirling - Coast,505018,Stirling,505,Perth,5,Western Australia,38.4461
50501802,Stirling - East,505018,Stirling,505,Perth,5,Western Australia,24.0973
50501803,Stirling - Inner North,505018,Stirling,505,Perth,5,Western Australia,8.5513
50501804,Stirling - Inner South,505018,Stirling,505,Perth,5,Western Australia,40.7673
50501901,Ballajura - Malaga,505019,Swan,505,Perth,5,Western Australia,16.6773
50501902,Beechboro,505019,Swan,505,Perth,5,Western Australia,11.0342
50501903,Bellevue - Koongamia,505019,Swan,505,Perth,5,Western Australia,1.6846
50501904,Bullsbrook - Gidgegannup,505019,Swan,505,Perth,5,Western Australia,936.9933
50501905,Ellenbrook,505019,Swan,505,Perth,5,Western Australia,12.2282
50501906,Guildford - Hazelmere - Woodbridge,505019,Swan,505,Perth,5,Western Australia,41.6999
50501907,Midland - Viveash,505019,Swan,505,Perth,5,Western Australia,5.6477
50501908,Midvale - Middle Swan,505019,Swan,505,Perth,5,Western Australia,7.3003
50501909,Stratton - Jane Brook,505019,Swan,505,Perth,5,Western Australia,23.4944
50502001,Wanneroo - North-East,505020,Wanneroo - North-East,505,Perth,5,Western Australia,561.621
50502101,Yanchep - Two Rocks,505021,Yanchep - Two Rocks,505,Perth,5,Western Australia,124.0487
50600101,East Pilbara - Surrounds,506001,East Pilbara,506,South Hedland,5,Western Australia,372211.9153
50600102,Jigalong,506001,East Pilbara,506,South Hedland,5,Western Australia,14.424
50600103,Kiwirrkurra,506001,East Pilbara,506,South Hedland,5,Western Australia,29.5341
50600104,Kunawarritji,506001,East Pilbara,506,South Hedland,5,Western Australia,1.6995
50600105,Marble Bar - Mirtunkarra (Goodabinya),506001,East Pilbara,506,South Hedland,5,Western Australia,2.7385
50600106,Newman,506001,East Pilbara,506,South Hedland,5,Western Australia,17.0749
50600107,Nullagine,506001,East Pilbara,506,South Hedland,5,Western Australia,0.5776
50600108,Parnngurr,506001,East Pilbara,506,South Hedland,5,Western Australia,3.6541
50600109,Punmu,506001,East Pilbara,506,South Hedland,5,Western Australia,12.9762
50600110,Warralong,506001,East Pilbara,506,South Hedland,5,Western Australia,12.8718
50600201,Exmouth - Ashburton - Surrounds,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,107284.728
50600202,Onslow,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,14.3362
50600203,Paraburdoo,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,3.2897
50600204,Tom Price,506002,Exmouth - Ashburton,506,South Hedland,5,Western Australia,3.0281
50600301,Karratha,506003,Karratha,506,South Hedland,5,Western Australia,134.2041
50600401,Mugarinya (Yandeyarra),506004,Port Hedland,506,South Hedland,5,Western Australia,15.3586
50600402,Port Hedland - Surrounds,506004,Port Hedland,506,South Hedland,5,Western Australia,18284.523
50600403,Port Hedland exc. Tjalka Brooda,506004,Port Hedland,506,South Hedland,5,Western Australia,94.1335
50600404,South Hedland,506004,Port Hedland,506,South Hedland,5,Western Australia,22.2565
50600405,Tjalka Boorda,506004,Port Hedland,506,South Hedland,5,Western Australia,0.0423
50600501,Cheeditha - Mingullatharndo,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,222.3272
50600502,Dampier,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,14875.7792
50600503,Injudunna,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,0.1501
50600504,Roebourne,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,4.7243
50600505,Wickham,506005,Roebourne - Wickham,506,South Hedland,5,Western Australia,1.8722
50700101,Albany - Central,507001,Albany,507,South-Western WA,5,Western Australia,27.7783
50700102,Albany - Surrounds,507001,Albany,507,South-Western WA,5,Western Australia,4280.5223
50700201,Avon - Surrounds,507002,Avon,507,South-Western WA,5,Western Australia,31264.6674
50700202,Beverley,507002,Avon,507,South-Western WA,5,Western Australia,6.8146
50700203,Kellerberrin,507002,Avon,507,South-Western WA,5,Western Australia,1918.043
50700204,Quairading,507002,Avon,507,South-Western WA,5,Western Australia,2.4964
50700205,York,507002,Avon,507,South-Western WA,5,Western Australia,17.4141
50700301,Bunbury - North Coast,507003,Bunbury,507,South-Western WA,5,Western Australia,14.7832
50700302,Bunbury - North-East,507003,Bunbury,507,South-Western WA,5,Western Australia,21.0373
50700303,Bunbury - South,507003,Bunbury,507,South-Western WA,5,Western Australia,21.1977
50700304,Carey Park,507003,Bunbury,507,South-Western WA,5,Western Australia,4.0726
50700305,Withers,507003,Bunbury,507,South-Western WA,5,Western Australia,4.3657
50700401,Busselton,507004,Busselton,507,South-Western WA,5,Western Australia,1423.3036
50700501,Merredin,507005,Campion,507,South-Western WA,5,Western Australia,9827.5053
50700502,Mukinbudin,507005,Campion,507,South-Western WA,5,Western Australia,50176.9813
50700601,Harvey and Surrounds,507006,Harvey and Surrounds,507,South-Western WA,5,Western Australia,1727.9413
50700701,Brookton,507007,Hotham - Kulin,507,South-Western WA,5,Western Australia,6186.2886
50700702,Kulin,507007,Hotham - Kulin,507,South-Western WA,5,Western Australia,28626.1668
50700703,Pingelly,507007,Hotham - Kulin,507,South-Western WA,5,Western Australia,1294.5721
50700801,Gnowangerup,507008,Kojonup - Gnowangerup,507,South-Western WA,5,Western Australia,15012.8153
50700802,Kojonup,507008,Kojonup - Gnowangerup,507,South-Western WA,5,Western Australia,8554.5096
50700901,Mandurah,507009,Mandurah,507,South-Western WA,5,Western Australia,224.0035
50701001,Denmark - Plantagenet,507010,Manjimup - Denmark - Plantagenet,507,South-Western WA,5,Western Australia,7365.3468
50701002,Manjimup,507010,Manjimup - Denmark - Plantagenet,507,South-Western WA,5,Western Australia,7029.6077
50701101,Gingin - Dandaragan - Chittering,507011,Moora - Chittering,507,South-Western WA,5,Western Australia,13690.847
50701102,Moora,507011,Moora - Chittering,507,South-Western WA,5,Western Australia,3763.0254
50701201,Murray - Boddington,507012,Murray - Waroona - Boddington,507,South-Western WA,5,Western Australia,2746.4237
50701202,Pinjarra,507012,Murray - Waroona - Boddington,507,South-Western WA,5,Western Australia,808.8593
50701203,Waroona,507012,Murray - Waroona - Boddington,507,South-Western WA,5,Western Australia,832.2286
50701301,Katanning,507013,Narrogin - Wagin - Katanning,507,South-Western WA,5,Western Australia,2647.0202
50701302,Narrogin - Wagin,507013,Narrogin - Wagin - Katanning,507,South-Western WA,5,Western Australia,9909.3548
50701401,Northam,507014,Northam,507,South-Western WA,5,Western Australia,26.7836
50701501,Augusta - Margaret River,507015,South-West,507,South-Western WA,5,Western Australia,1419.0938
50701502,Bridgetown - Scott River East,507015,South-West,507,South-Western WA,5,Western Australia,7921.0368
50701503,Capel - Dardanup,507015,South-West,507,South-Western WA,5,Western Australia,1114.0722
50701504,Collie,507015,South-West,507,South-Western WA,5,Western Australia,1709.8149
50701505,Donnybrook - Balingup,507015,South-West,507,South-Western WA,5,Western Australia,1559.8561
50800101,Derby,508001,Derby - Mowanjum,508,West Kimberley,5,Western Australia,20.423
50800102,Karmarlinunga - Djimu Nguda - Budulah,508001,Derby - Mowanjum,508,West Kimberley,5,Western Australia,0.4655
50800103,Mowanjum,508001,Derby - Mowanjum,508,West Kimberley,5,Western Australia,1.4652
50800201,Fitzroy Crossing,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,7.4195
50800202,Fitzroy Crossing - Surrounds,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,9012.3399
50800203,Junjuwa,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,1.5419
50800204,Mindi Rardi - Kurnangki,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,0.3709
50800205,Yungngora,508002,Fitzroy Crossing,508,West Kimberley,5,Western Australia,3.7561
50800301,Bayulu,508003,Fitzroy River,508,West Kimberley,5,Western Australia,7.3561
50800302,Djugerari,508003,Fitzroy River,508,West Kimberley,5,Western Australia,2.5603
50800303,Fitzroy River - Surrounds,508003,Fitzroy River,508,West Kimberley,5,Western Australia,32260.7419
50800304,Joy Springs,508003,Fitzroy River,508,West Kimberley,5,Western Australia,0.166
50800305,Kooraby,508003,Fitzroy River,508,West Kimberley,5,Western Australia,1.0079
50800306,Muludja,508003,Fitzroy River,508,West Kimberley,5,Western Australia,4.9996
50800307,Wangkatjungka,508003,Fitzroy River,508,West Kimberley,5,Western Australia,3.1146
50800308,Yakanarra,508003,Fitzroy River,508,West Kimberley,5,Western Australia,7.9067
50800401,Jarlmadangah Burru,508004,Outer Derby - West Kimberley,508,West Kimberley,5,Western Australia,1.2554
50800402,Kupungarri,508004,Outer Derby - West Kimberley,508,West Kimberley,5,Western Australia,15.6264
50800403,Looma,508004,Outer Derby - West Kimberley,508,West Kimberley,5,Western Australia,40.4419
50800404,Outer Derby - West Kimberley,508004,Outer Derby - West Kimberley,508,West Kimberley,5,Western Australia,69404.7381
50800405,Pandanus Park,508004,Outer Derby - West Kimberley,508,West Kimberley,5,Western Australia,1.2188
59499494,No usual address (WA),594994,No usual address (WA),594,No usual address (WA),5,Western Australia,0
59799797,Migratory - Offshore - Shipping (WA),597997,Migratory - Offshore - Shipping (WA),597,Migratory - Offshore - Shipping (WA),5,Western Australia,0
60100101,Devonport,601001,Central Coast - Devonport,601,Tasmania,6,Tasmania,127.8607
60100102,Ulverstone - Penguin,601001,Central Coast - Devonport,601,Tasmania,6,Tasmania,141.4155
60100103,Ulverstone - Penguin - Surrounds,601001,Central Coast - Devonport,601,Tasmania,6,Tasmania,796.927
60100201,Campbell Town,601002,Central Tasmania,601,Tasmania,6,Tasmania,4763.6291
60100202,Central Highlands (Tas.),601002,Central Tasmania,601,Tasmania,6,Tasmania,7060.4867
60100203,Derwent Valley,601002,Central Tasmania,601,Tasmania,6,Tasmania,8853.1636
60100204,Longford - Evandale,601002,Central Tasmania,601,Tasmania,6,Tasmania,449.3125
60100205,Southern Midlands,601002,Central Tasmania,601,Tasmania,6,Tasmania,2600.2608
60100301,Brighton,601003,Greater Hobart,601,Tasmania,6,Tasmania,169.6714
60100302,Clarence,601003,Greater Hobart,601,Tasmania,6,Tasmania,374.8203
60100303,Glenorchy,601003,Greater Hobart,601,Tasmania,6,Tasmania,81.1038
60100304,Hobart,601003,Greater Hobart,601,Tasmania,6,Tasmania,148.3517
60100401,Cygnet,601004,Huon Valley,601,Tasmania,6,Tasmania,2.3141
60100402,Geeveston,601004,Huon Valley,601,Tasmania,6,Tasmania,3.0818
60100403,Huonville - South Cape,601004,Huon Valley,601,Tasmania,6,Tasmania,1743.8215
60100501,Kingborough,601005,Kingborough,601,Tasmania,6,Tasmania,685.8368
60100601,Launceston,601006,Launceston,601,Tasmania,6,Tasmania,1425.3069
60100701,Blackstone - Prospect Vale,601007,Meander Valley - Kentish,601,Tasmania,6,Tasmania,23.0335
60100702,Kentish,601007,Meander Valley - Kentish,601,Tasmania,6,Tasmania,1156.4976
60100703,Meander Valley,601007,Meander Valley - Kentish,601,Tasmania,6,Tasmania,3369.6474
60100801,Break O'Day,601008,Tasmania - North-East Coast,601,Tasmania,6,Tasmania,3299.1469
60100802,Dorset,601008,Tasmania - North-East Coast,601,Tasmania,6,Tasmania,3205.7138
60100803,Flinders,601008,Tasmania - North-East Coast,601,Tasmania,6,Tasmania,1996.6244
60100804,George Town,601008,Tasmania - North-East Coast,601,Tasmania,6,Tasmania,747.168
60100901,Glamorgan - Spring Day,601009,Tasmania - South-East Coast,601,Tasmania,6,Tasmania,2542.214
60100902,Sorell,601009,Tasmania - South-East Coast,601,Tasmania,6,Tasmania,591.854
60100903,Tasman,601009,Tasmania - South-East Coast,601,Tasmania,6,Tasmania,660.3947
60101001,Burnie,601010,Tasmania - West Coast,601,Tasmania,6,Tasmania,612.2995
60101002,Circular Head - King Island,601010,Tasmania - West Coast,601,Tasmania,6,Tasmania,5953.3069
60101003,Waratah,601010,Tasmania - West Coast,601,Tasmania,6,Tasmania,3489.4721
60101004,Wynyard,601010,Tasmania - West Coast,601,Tasmania,6,Tasmania,85.5336
60101005,Zeehan - Franklin,601010,Tasmania - West Coast,601,Tasmania,6,Tasmania,9583.5388
60101101,Latrobe - Hawley Beach,601011,West Tamar - Latrobe,601,Tasmania,6,Tasmania,578.2978
60101102,West Tamar,601011,West Tamar - Latrobe,601,Tasmania,6,Tasmania,695.7535
69499494,No usual address (Tas.),694994,No usual address (Tas.),694,No usual address (Tas.),6,Tasmania,0
69799797,Migratory - Offshore - Shipping (Tas.),697997,Migratory - Offshore - Shipping (Tas.),697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,0
70100101,Charles,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,16.1681
70100102,Flynn,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,16.0969
70100103,Heavitree,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,183.6927
70100104,Ilparpa community,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,3.2912
70100105,Larapinta,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,58.5557
70100106,Mount Johns,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,18.9529
70100107,Ross,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,23.5713
70100108,Yirara College and Surrounds,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,0.4015
70100109,Amoonguna,701001,Alice exc. Town Camps,701,Alice Springs,7,Northern Territory,5.5884
70100201,Anthelk Ewlpaye,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,0.1358
70100202,Anthepe - New Llparpa - Tyeweretye,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,3.0687
70100203,Ewyenper - Ilpeye - Irklancha,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,2.1956
70100204,Ilperle-Tyathe - Mt Nancy - Aper-Alwerr,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,0.2052
70100205,Inarlenge,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,0.2281
70100206,Nyewente - Akngwertnarre - Namatjira,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,0.1839
70100207,Yarrenyty-Arltere,701002,Alice Springs Town Camps,701,Alice Springs,7,Northern Territory,0.9657
70200102,Santa Teresa (Ltyentye Purte),702001,Amoonguna - Santa Teresa - Titjikala,702,Apatula,7,Northern Territory,1247.1447
70200103,South MacDonnell Ranges,702001,Amoonguna - Santa Teresa - Titjikala,702,Apatula,7,Northern Territory,31517.5382
70200104,Titjikala,702001,Amoonguna - Santa Teresa - Titjikala,702,Apatula,7,Northern Territory,3.8542
70200201,Ampilatwatja and Outstations,702002,Ampilatwatja and Outstations,702,Apatula,7,Northern Territory,15124.1872
70200301,Anmatjere - Surrounds,702003,Anmatjere,702,Apatula,7,Northern Territory,49609.3293
70200302,Anmatjere - Ti Tree,702003,Anmatjere,702,Apatula,7,Northern Territory,64.7328
70200303,Laramba,702003,Anmatjere,702,Apatula,7,Northern Territory,5.0806
70200304,Nturiya,702003,Anmatjere,702,Apatula,7,Northern Territory,0.1869
70200305,Pmara Jutunta,702003,Anmatjere,702,Apatula,7,Northern Territory,1.7664
70200306,Wilora,702003,Anmatjere,702,Apatula,7,Northern Territory,2.667
70200401,Apatula (Finke),702004,Apatula (Finke) and Homelands,702,Apatula,7,Northern Territory,28.7808
70200402,Apatula (Finke) Homelands,702004,Apatula (Finke) and Homelands,702,Apatula,7,Northern Territory,87580.835
70200501,Atitjere,702005,Atitjere - Akarnenehe - Engawala,702,Apatula,7,Northern Territory,7.0143
70200502,Atitjere - Akarnenehe Outstations,702005,Atitjere - Akarnenehe - Engawala,702,Apatula,7,Northern Territory,67455.125
70200503,Engawala,702005,Atitjere - Akarnenehe - Engawala,702,Apatula,7,Northern Territory,3.8271
70200601,Haasts Bluff and Outstations,702006,Haasts Bluff - Mount Liebig (Watiyawanu),702,Apatula,7,Northern Territory,2854.4301
70200602,Mount Liebig and Outstations,702006,Haasts Bluff - Mount Liebig (Watiyawanu),702,Apatula,7,Northern Territory,699.4701
70200701,Hermannsburg,702007,Hermannsburg,702,Apatula,7,Northern Territory,13.3095
70200801,Kaltukatjara (Docker River),702008,Kaltukatjara and Outstations,702,Apatula,7,Northern Territory,38.1848
70200802,Kaltukatjara Outstations,702008,Kaltukatjara and Outstations,702,Apatula,7,Northern Territory,87472.4412
70200901,Imanpa (Mount Ebenezer ),702009,Mutitjulu - Uluru - Imanpa,702,Apatula,7,Northern Territory,16.2779
70200902,Mutitjulu - Uluru,702009,Mutitjulu - Uluru - Imanpa,702,Apatula,7,Northern Territory,105.6338
70201001,Nyirripi,702010,Nyirripi and Tanami Outstations,702,Apatula,7,Northern Territory,8.2144
70201002,Tanami Outstations,702010,Nyirripi and Tanami Outstations,702,Apatula,7,Northern Territory,141986.0595
70201101,Papunya,702011,Papunya and Outstations,702,Apatula,7,Northern Territory,4.739
70201102,Papunya Outstations,702011,Papunya and Outstations,702,Apatula,7,Northern Territory,2326.1983
70201201,Atneltyey,702012,Urapuntja,702,Apatula,7,Northern Territory,0.6066
70201202,Illeuwurru - Inkawenyerre,702012,Urapuntja,702,Apatula,7,Northern Territory,1750.001
70201203,Irrultja,702012,Urapuntja,702,Apatula,7,Northern Territory,0.2253
70201204,Utopia - Arawerr - Arlparra,702012,Urapuntja,702,Apatula,7,Northern Territory,2624.214
70201301,Walungurru (Kintore),702013,Walungurru and Outstations,702,Apatula,7,Northern Territory,8.2003
70201302,Walungurru Outstations,702013,Walungurru and Outstations,702,Apatula,7,Northern Territory,28750.9588
70201401,Areyonga,702014,West MacDonnell Ranges,702,Apatula,7,Northern Territory,6.9813
70201402,Ingkerreke Outstations,702014,West MacDonnell Ranges,702,Apatula,7,Northern Territory,9777.1413
70201403,Tjuwanpa Outstations,702014,West MacDonnell Ranges,702,Apatula,7,Northern Territory,15970.5215
70201404,Wallace Rockhole,702014,West MacDonnell Ranges,702,Apatula,7,Northern Territory,4.2355
70201501,Willowra,702015,Willowra,702,Apatula,7,Northern Territory,13.7451
70201601,Yuelamu,702016,Yuelamu,702,Apatula,7,Northern Territory,26.6195
70201701,Yuendumu and Outstations,702017,Yuendumu and Outstations,702,Apatula,7,Northern Territory,22120.9495
70300101,Alawa,703001,Alawa - Brinkin - Nakara,703,Darwin,7,Northern Territory,1.2399
70300102,Brinkin - Nakara,703001,Alawa - Brinkin - Nakara,703,Darwin,7,Northern Territory,2.6861
70300201,Anula,703002,Anula - Wulagi,703,Darwin,7,Northern Territory,1.3178
70300202,Wulagi,703002,Anula - Wulagi,703,Darwin,7,Northern Territory,1.2629
70300301,Bagot Community,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,0.2496
70300302,Coconut Grove - Ludmilla,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,2.1119
70300303,Kulaluk,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,0.0476
70300304,Minmarama Park,703003,Coconut Grove - Ludmilla,703,Darwin,7,Northern Territory,2.9605
70300401,Adelaide River - Coomalie,703004,Cox - Finniss - Coomalie,703,Darwin,7,Northern Territory,1496.2848
70300402,Batchelor,703004,Cox - Finniss - Coomalie,703,Darwin,7,Northern Territory,10.2782
70300403,Belyuen,703004,Cox - Finniss - Coomalie,703,Darwin,7,Northern Territory,41.4054
70300404,Cox - Finniss,703004,Cox - Finniss - Coomalie,703,Darwin,7,Northern Territory,6274.709
70300501,Darwin - Central,703005,Darwin - Inner Suburbs,703,Darwin,7,Northern Territory,3.1734
70300502,Fannie Bay - Parap,703005,Darwin - Inner Suburbs,703,Darwin,7,Northern Territory,5.596
70300503,Larrakeyah - The Gardens,703005,Darwin - Inner Suburbs,703,Darwin,7,Northern Territory,3.7449
70300504,Stuart Park - Bayview - Woolner,703005,Darwin - Inner Suburbs,703,Darwin,7,Northern Territory,4.0189
70300601,Karama,703006,Karama,703,Darwin,7,Northern Territory,2.0655
70300701,Acacia-Larrakia,703007,Litchfield,703,Darwin,7,Northern Territory,257.252
70300702,Bees Creek - Virginia,703007,Litchfield,703,Darwin,7,Northern Territory,54.7363
70300703,Darwin River - Berry Springs - Southport,703007,Litchfield,703,Darwin,7,Northern Territory,679.2667
70300704,Howard Springs - Gunn Point,703007,Litchfield,703,Darwin,7,Northern Territory,1329.6466
70300705,Humpty Doo - Elizabeth Valley,703007,Litchfield,703,Darwin,7,Northern Territory,617.2892
70300706,Knuckey Lagoon,703007,Litchfield,703,Darwin,7,Northern Territory,18.2183
70300801,Malak,703008,Malak,703,Darwin,7,Northern Territory,1.7493
70300901,Marrara - Winnellie - Berrimah,703009,Marrara - Winnellie - Berrimah,703,Darwin,7,Northern Territory,77.1261
70301001,Jingili,703010,Millner - Jingili,703,Darwin,7,Northern Territory,1.3163
70301002,Millner,703010,Millner - Jingili,703,Darwin,7,Northern Territory,1.4677
70301101,Moil,703011,Moil - Wagaman - Wanguri,703,Darwin,7,Northern Territory,1.0424
70301102,Wagaman,703011,Moil - Wagaman - Wanguri,703,Darwin,7,Northern Territory,0.8378
70301103,Wanguri,703011,Moil - Wagaman - Wanguri,703,Darwin,7,Northern Territory,0.8855
70301201,Nightcliff,703012,Nightcliff - Rapid Creek,703,Darwin,7,Northern Territory,1.4512
70301202,Rapid Creek,703012,Nightcliff - Rapid Creek,703,Darwin,7,Northern Territory,1.9176
70301301,Bakewell - Rosebery - Mitchell,703013,Palmerston,703,Darwin,7,Northern Territory,30.925
70301302,Driver,703013,Palmerston,703,Darwin,7,Northern Territory,1.7157
70301303,Farrar - Durack - Marlow Lagoon,703013,Palmerston,703,Darwin,7,Northern Territory,15.0371
70301304,Gray,703013,Palmerston,703,Darwin,7,Northern Territory,1.5029
70301305,Moulden,703013,Palmerston,703,Darwin,7,Northern Territory,1.7504
70301306,Palmerston Indigenous Village,703013,Palmerston,703,Darwin,7,Northern Territory,0.1271
70301307,Woodroffe,703013,Palmerston,703,Darwin,7,Northern Territory,1.5977
70301401,Lyons - Lee Point - Leanyer,703014,Tiwi - Lyons - Leanyer,703,Darwin,7,Northern Territory,33.4531
70301402,Tiwi,703014,Tiwi - Lyons - Leanyer,703,Darwin,7,Northern Territory,3.1187
70400101,Douglas-Daly,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,34368.2994
70400102,Emu Point,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,1.3753
70400103,Nauiyu Nambiyu,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,4.2949
70400104,Nganmarriyanga (Palumpa),704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,46.3918
70400105,Peppimenarti,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,5.6576
70400106,Pine Creek,704001,Douglas-Daly,704,Jabiru - Tiwi,7,Northern Territory,402.0523
70400201,Jabiru,704002,Kakadu - Marrakai - Jabiru,704,Jabiru - Tiwi,7,Northern Territory,13.5083
70400202,Kakadu - Marrakai - Surrounds,704002,Kakadu - Marrakai - Jabiru,704,Jabiru - Tiwi,7,Northern Territory,25261.6924
70400203,Mudginberri,704002,Kakadu - Marrakai - Jabiru,704,Jabiru - Tiwi,7,Northern Territory,2.7874
70400301,Maningrida,704003,Maningrida and Outstations,704,Jabiru - Tiwi,7,Northern Territory,11.0552
70400302,Maningrida Outstations,704003,Maningrida and Outstations,704,Jabiru - Tiwi,7,Northern Territory,9758.0375
70400401,Cobourg Peninsula - Demed Homelands,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,23675.7318
70400402,Gunbalanya,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,35.8199
70400403,Mamadawerre,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,0.5645
70400404,Manmoyi,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,0.7425
70400405,Minjilang,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,11.4327
70400406,Warruwi,704004,North-West Arnhem,704,Jabiru - Tiwi,7,Northern Territory,15.8586
70400501,Thamarrurr exc. Wadeye,704005,Thamarrurr inc. Wadeye,704,Jabiru - Tiwi,7,Northern Territory,3352.8699
70400502,Wadeye,704005,Thamarrurr inc. Wadeye,704,Jabiru - Tiwi,7,Northern Territory,20.8379
70400601,Milikapiti,704006,Tiwi Islands,704,Jabiru - Tiwi,7,Northern Territory,11.4786
70400602,Pirlangimpi,704006,Tiwi Islands,704,Jabiru - Tiwi,7,Northern Territory,11.8509
70400603,Tiwi Islands - Wilderness,704006,Tiwi Islands,704,Jabiru - Tiwi,7,Northern Territory,7449.7682
70400604,Wurrumiyanga (Nguiu),704006,Tiwi Islands,704,Jabiru - Tiwi,7,Northern Territory,10.0684
70500101,Borroloola exc. Mara - Yanyula,705001,Borroloola,705,Katherine,7,Northern Territory,11.7372
70500102,Mara,705001,Borroloola,705,Katherine,7,Northern Territory,0.5363
70500103,Yanyula,705001,Borroloola,705,Katherine,7,Northern Territory,0.2898
70500201,Daguragu,705002,Daguragu - Kalkarindji and Outstations,705,Katherine,7,Northern Territory,44.1812
70500202,Kalkarindji,705002,Daguragu - Kalkarindji and Outstations,705,Katherine,7,Northern Territory,6.2259
70500301,Barunga,705003,Elsey - Roper,705,Katherine,7,Northern Territory,7.4509
70500302,Bulman - Weemol,705003,Elsey - Roper,705,Katherine,7,Northern Territory,13.8936
70500303,Elsey Roper - Surrounds,705003,Elsey - Roper,705,Katherine,7,Northern Territory,92882.2786
70500304,Jilkminggan,705003,Elsey - Roper,705,Katherine,7,Northern Territory,6.0984
70500305,Manyallaluk,705003,Elsey - Roper,705,Katherine,7,Northern Territory,1.6155
70500306,Mataranka - Mulggan,705003,Elsey - Roper,705,Katherine,7,Northern Territory,35.6541
70500307,Wugular (Beswick),705003,Elsey - Roper,705,Katherine,7,Northern Territory,2.744
70500401,Mabunji - Mungoorbada Outstations,705004,Gulf,705,Katherine,7,Northern Territory,55038.4066
70500402,Minyerri,705004,Gulf,705,Katherine,7,Northern Territory,2.9072
70500403,Rittarangu,705004,Gulf,705,Katherine,7,Northern Territory,7.5551
70500404,Robinson River (Mungoorbada),705004,Gulf,705,Katherine,7,Northern Territory,1.1406
